full_text,author,date_stayed,hotel_id,date_review,via_mobile,service,cleanliness,overall,value,location,sleep_quality,rooms,mean_rating,sentiment,hotel_class,name,locality,postal_code,street_address
"“Fabulous!” We have stayed at the New Yorker a few times in the last couple of years. The first time we had a perfect view of the Empire State Building through our window & it was the first thing we saw upon waking. The second time we had a double double suite as we took our sons & that was huge, v spacious and comfortable. The third time we had 2 rooms as we also took our daughter-in-law. Again, we were extremely happy. This time it was back to being just the 2 of us. We booked a metro room and Patricia in reservations was very helpful (as always) in her emails to us. She reserved us exactly what we asked for. Upon check-in, Mohammed was so very attentive, courteous & fun & said that a little work was being done outside our room window & so he changed our room (as we were returning guests & he could see that we had been in email communication with Patricia) to a bigger, corner room. He gave me both keys so I could see for myself and choose. The upgraded room was huge, lots of closet storage, big bathroom & great view. Wow!!! We felt very special. The staff went out of their way to be accommodating. The bellman made sure we had a big enough (& comfy) ride to the airport as we had several cases. (Too much shopping again!) The town cars & drivers provided are always courteous & helpful. The house keeping staff were friendly and the security guys always greet you & make you feel safe. The Tick Tock diner that is attached to the hotel is fab for 5am coffee & pastry (jetlag) or dinner. The location is perfect. Convenient, safe, easy for transportation etc. The New Yorker is not the cheapest & we do wish a breakfast was offered for all rooms, not just the suites but for comfort, safety, ease, a great feeling and a beautiful lobby you cannot beat it. We recommend 150%. Again, we want to thank Patricia for her help & reassurances over Superstorm Sandy damage and to commend Mohammed for excellent, second to none service. Excellent!",Rob&Caralyn,2012-12-01,122005,2012-12-13,True,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.7,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Fab location!!!!!!!!” Our first trip to New York and we couldn't have stayed in a better located hotel for the price we paid!!!! 
45 min drive from the airport!!! If you aren't travelling in rush hour can be tubed at a third of the price!!! 
Excellent service as soon as we got there... We were told our room was quite small so the receptionist checked us into a bigger room with a view of the river! Nice modern room with everything you need for a base to explore, bathroom could be modernised but more than fine for the short time we were there! 
Located right opposite Madison square gardens ( you can't hear the concerts which depending could be a bad or good thing! ) Macy's is 5 minute walk and Empire State Building is 15 min walk! 
I would definitely recommend a metro card for a week at 29dollars! Even if you are only there for a few days works out cost effective to hop on and off!!! 
There's a bar and a diner located within the hotel which is fine for a quick drink/sandwich but everything you need is right outside the doors!!! 
Shopping tips!! Make sure room in your case!!! Century 21 department store great for bargains!! £350 handbags in the uk for £120 here!!!! Also when we were there Macy's had 25% off and as a visitor you could get another 5% off!!!
On leaving if you are taking a taxi get the doormen to get you a town car as cheaper than if the concierge in the hotel gets you one!! 
We will definitely be staying at the New Yorker again when we return next year!!!",Nic Q,2012-12-01,122005,2012-12-12,False,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.4,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“The room was small, but appropriate to what we paid for it...” The room was small, but appropriate to what we paid for it. I don't think it would be difficult to add a small shelf in the bathroom over the toilet for supplies, and it would be very nice. However, we did finally put things on the TV stand which worked nicely.",john7783,2012-12-01,122005,2012-12-12,False,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.6,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“All great except for shower” Everything in room was very clean and new, but shower curtain was almost too scary to touch, It was dingy, had mysterious stains, and no liner. There was a constant draft blowing the curtain into the water.",ALLEN W,2012-12-01,122005,2012-12-12,False,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.7,0,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Good hotel, perfect location” Great location for seeing around, close to macys, times square and central for tours. staff very nice and helpful, room was small but beds were comfortable, bathroom small but kept very clean, slight draught from window but was my only real issue... would stay here again",Shauna T,2012-12-01,122005,2012-12-12,False,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.9,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Location,Location..with bad Attitude for free..............?” Just back from a Birthday celebration to this twenty four hour city,and following some positive reviews we decided to stay at the New Yorker hotel which is in a good position as previously noted for all the major sights and attractions of this wonderful city..
However, following along flight from Scotland, we were greeted upon arrival by the reception staff who were rude and off hand towards our enquires,and this I am sorry to say was the standard we encountered over our entire seven day stay, with a very poor rude attitude towards guests when ever we made even the most simplest of enquires, or requests.
Having previously visited various American cities in the last few years ,and stayed in a variety of standard of hotels while there, I can safely assure you that we have never encountered such a poor standard of customer service as encountered at the New Yorker on our recent trip. 
The hotel is not a four star,and more two, and is in urgent need of a refurbishment, with very small basic rooms that are not cleaned daily as previously mentioned by other reviewers , the only benefit of our trip was that we spent so much time out of the hotel taking in all the sights we 
had only to sleep in it at night.
As all ways, this review is our opinion and we will leave the most important decision to you if you want to stay here, our book an other hotel that lives up to its reputation.....?",michael c,2012-12-01,122005,2012-12-11,False,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,0,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Very nice stay” I stayed here in a large, corner suite. The room had a large balcony with incredible views of the city and included a mini-fridge. The front desk clerk Onelea Green was great. Her and all employees were very friendly and professional. I had not visited NYC in 10 years and the stay here at the New Yorker made it a memeorable one. I will be staying here on my next visit to the city.",FXTIP,2012-11-01,122005,2012-12-11,False,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.6,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Ramada New Yorker; Great location!” rooms are tiiny but that's New York. Nevertheless room looks perfect and have everything you can wish for, bed is very comfortable. View are stunning and location is great!",HEULE,2012-12-01,122005,2012-12-11,False,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.4,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“not a real 4 star hotel” i was in ths hotel for 7 nights: it is not in line with a 4 star reting. the room was very small, the bathroom small and not daily cleaned, generally speacking the hotel looks old and for turists who do not needs any additional service; not for business; a 3 star reting it's more correct i think; the price ocnsequentlly is too high; you can find other better locations in the same block; so there are no reasons to choos this one.",Paolo Z,2012-12-01,122005,2012-12-10,False,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.4,0,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Fun Dec weekend in NYC!” My friend and I took a trip to NYC to celebrate a great year and for a belated birthday celebration. We decided to splurge and stay at The New Yorker. 
Special call out to Angel, the guest services member who checked us in, was fantastic. His professionalism, friendliness and true dedication to first class service was apparent in all the details. He took extra steps to make sure we felt welcome and had the knowledge for an amazing weekend.
In addition to staying at The New Yorker, we enjoyed two shows - A Christmas Story (with a fantastic Italian dinner at Sofia's, right across from the Marriott in Times Square) and of course, the classic Phantom of the Opera. Before Phantom, we met up with some friends for dinner at Bobby' Flay's Bar Americain. Now THAT is an amazing dining experience - I highly recommend the steaks and my friend ordered a seafood dish with lobster, crab and mussels that was out of this world. The cheese plate is a great dessert and so is the Pistachio Creme Brulee.
Another special moment was on Saturday, Dec 8. It was the 32 anniversary of John Lennon's assassination. My friend and I went to Strawberry Fields and stood at the Imagine Mosaic. There was a singer that was a John Lennon look alike and sound alike. He and his band did a free concert as a tribute to John - it was pretty special. More than 150 people gathered in NYC Central Park at Strawberry Fields and filled the air with ""Imagine,"" ""Give Peace a Chance,"" ""All You Need is Love,"" and of course, the finale of ""Let It Be."" This is a precious memory in my life. 
All in all, it was a magnificent weekend to remember! Oh, and I highly recommend The New Yorker - and be sure to ask for Angel. He'll take care of you. :)",Raksanna,2012-12-01,122005,2012-12-10,False,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.9,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Great location” This hotel is in a great location to explore New York. Near Madison Square Gardens and Penn St station. A few blocks from Macy's and Times square. We visited Thanksgiving Weekend so it was very busy and hectic. The basic rooms are quite small but comfortable and how long do you spend in them anyway in this great city. The public areas are fantastic. Staff very helpful.
We will be going back",Tickover2002,2012-11-01,122005,2012-12-10,False,4.0,5.0,4.0,3.0,5.0,3.0,3.0,3.9,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Tiny room, horrible bed, hair on the wall in the bathroom...” The room was tiny. Ok, I get that. It's NYC and space is at a premium. And since I was there for business, I wasnt to be in the room much anyway. The bed was HORRIBLE. I work up every morning with a terrible pain in my back and a crick in my neck. The bathroom had what appeared to be chest hair on the wall. Not in the shower where it may be excusable, but on the wall. Overall, for the rate I paid, I was extremely disappointed and will not be returning.",Ed B,2012-12-01,122005,2012-12-10,False,3.0,2.0,2.0,2.0,4.0,1.0,3.0,2.4,0,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Great Location, everything else is average” New York in December was always going to be expensive. Prices here weren't outrageous, and it is a decent hotel in a really great location. 
Room sizes do seem to vary greatly, but mine was TINY - ok (just) for one person, would be a struggle with two. Double bed basically took up the whole room.
Service from staff was usually curt and basic rather than particularly friendly or helpful, but nothing really bad either.
Free wifi is good, lobby is quite pretty, elevators are fast.
The main benefit is the location - across the road from Penn Station so really easy to arrive and leave from, also perfectly located for subway and buses.
Also in the midst of some great restaurants and shops, and of course just two blocks from the Empire State building.",Mel904,2012-12-01,122005,2012-12-09,False,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.3,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“a grand old dame” Long line at check in, but most of the staff was very nice and helpful. Our suite was pretty tiny but clean. The beds were comfortable, but the towels were small and thin. Nice view. Didnt appreciate the duct tape holding up the wall paper in our hall.",leedsie,2012-12-01,122005,2012-12-09,False,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.6,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Customer Service” We checked in the day before Thanksgiving and were fortunate enough to have Mohammed at the front desk. My husband mentioned it being our daughter's first time in New York City. We had requested a roll-away for her prior to arrival. Mohammed upgraded our room so we had additional space for her and wanted our trip to be ""special and memorable."" In addition, he helped with directions, restaurant suggestions and helpful parade information. I haven't seen customer service like this in a long time. Mohammed went above and beyond. We have recommended this hotel to friends and family and hope to stay there again. We had a fantastic trip.",kmsamson12,2012-11-01,122005,2012-12-09,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Super Location!” Great hotel in the heart of mid-town.
Hotel has character and style of the 1960's, I slipped back into the world of Mad-Men.
Staff are very friendly
Clean and tidy rooms, and mine had an amazing view of the city",zoomzoomboyuk,2012-11-01,122005,2012-12-09,False,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.7,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Gorgeous Lobby--Disappointing Room” I booked this hotel on Priceline. It was listed as a 4* hotel and with taxes & fees it was $296/nt. (It was pre-Christmas and a very expensive time in NYC. The hotel was sold-out.) 
The lobby was 5*. Wow! I figured this place was going to be fabulous.
The desk clerk was rude and surly. 
The room was terribly disappointing. It was tiny--which I would expect for NYC--but it was closer to a 2* room than 4*. Simply nothing attractive or upscale. No coffee or tea in the room. The bathroom was claustrophobic and had no place to put my toiletries. 
I'm guessing I gotten one of the worst rooms because of it being through Priceline. 
I did like the location & the diner attached to the lobby. But would not stay there again.",Songdoc,2012-12-01,122005,2012-12-09,False,2.0,4.0,2.0,1.0,5.0,3.0,2.0,2.7,0,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Excellent Hotel in New York City” We have stayed at the New Yorker twice in the last couple of years. The first time we had a perfectly framed view of the Empire State Building. The second time we had a suite that was spacious and comfortable. The staff went out of their way to be accommodating. The man serving the Continental Breakfast served us before he was fully open and the night bellman made special effort to ensure we had a ride to the airport when we left very early in the morning. We expected a taxi, but were pleasantly surprised to find a town car waiting. The front desk and house keeping staff were friendly and helpful also. We loved the diner that is attached to the hotel. The location is convenient. The New Yorker is a good value in an expensive city. Staying there enhanced our trip.",Donna L,2012-11-01,122005,2012-12-09,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Great location” We stayed here for 5 nights in a New Yorker suite sleeping 5 people. After a jumpy start we had a lovely stay. Upon check in the lady there wanted $24 extra plus taxes per night because there were 5 adults in our party. When I booked our room I liaised with the person who runs their facebook page and he told me when booking to input 4 people into the reservation page and I could put a comment on the reservation explaining that there were 5 people in our party and he said that the rooms were charged by night not by how many were in the party so there would be no charge. The lady named Ana just grunted when I explained this to her. We found her rude! Needless to say we did not pay extra. 
Our room was lovely and clean if a little small but thankfully had 2 bathrooms which was a godsend while trying to get ready each morning. We ate at the tick tock diner only once and found it nice. The saving grace for this hotel is the location 1 block from macys and directly across the street from penn station. It's such a good base for exploring New York City.",Jellytots82,2012-12-01,122005,2012-12-08,False,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“fab time...” went for 5 days, lovely hotel was automatically upgarded to a room with a view of the empire state, very clean and tidy room, friendly staff, the only thing wrong is all the tipping everyone expects, really gets on your nerves....nice place to visit would be better in the summer...",spain2001,2012-11-01,122005,2012-12-08,False,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.6,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Bad service and cramped room” Yes, this hotel has history. It shows, and not in a good way. The front desk was staffed with people that were less than friendly. The room, which was a ""view"" room was very small but without any European charm (where small is the norm). I had to request a refrigerator for storing medication. A maid wheeled it in a placed it in front of a small dresser (only place near a plug). It meant I could not get to one side of the bed or the small desk, without hopping over it. When I woke up in the morning after barely sleeping on the uncomfortable bed, I found my medication frozen which destroyed it. Not good. I am avoiding this hotel in the future.",WayneBrock,2012-12-01,122005,2012-12-08,True,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.7,0,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Great Hotel NYC” The New Yorker Hotel is in a great location at 34th and 8th. The subway line is just outside the door. The Tic Toc Diner is open 24hr located in the lobby. The rooms are small, but very clean. I have always been allowed to check in early even when I arrive before 10am! Staff is friendly, cleaning staff do a great job. Security in lobby only allow guests to go upstairs if they have a room key which is a great plus. This is an older hotel refurbished in retro decor. The 1920's character of the building still shows. High speed elevators make for no wait to get up and down from guest rooms. I enjoy staying here when I visit NYC.",Travels77,2012-12-01,122005,2012-12-08,False,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.7,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Great hotel!” Where to start... Great location; easy access to everywhere! The interior is just gorgeous, the staff are friendly and helpful and on this note thanks for the upgrade from the 21st for 33rd floor where I went from a no view room which was small to a big room which offered me the Empire State Building as my main view :) though the bathrooms are dated they are very clean and the cleaner comes daily to replace any towels, toiletries etc! The hair dryer is provided and personally think it was good no need to bring your own and same for the iron and ironing board! The wifi is free and connects great in the rooms! The beds a very comfortable and the pillows- didn't want to leave them! There is heating Which was greatly needed in the minus temps! Only con the adjoining diner- go elsewhere like a block down you are much more spoilt for choice and better food and service! There's a great buzz round this hotel...and I see why! 100% recommend to anyone!",RaRa_H12,2012-12-01,122005,2012-12-06,False,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.4,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Nothing to write home about” We Had a suite at the tower suite. Very disappointing. It was very small and tiny, not as seen in the web site. We were three adults and it was very crowded. We couldn't even open a suitcase....
The front desk ofered us To come the next day and ""we will find somthing..."" but when we came ther was other one that Was very rude and didn't even tried to listen...
The Room (at the tower suite) was very old-fashioned and outworn.
This Hotel is overpriced, we could find abeter place and Less expensive in the same location.",Eliahu,2012-11-01,122005,2012-12-06,False,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.1,0,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“awful” Huge hotel but when i first walked into my room i thought it was a joke. Bed was barely acceptable for one person, let alone 2. view out of window was a brick wall. I phoned expedia and kicked up such a fuss, that they moved me to the paramount, which was much more acceptable. Diner downstairs was revolting too",Travelgirl8823,2012-12-01,122005,2012-12-06,False,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.1,0,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“One night business trip” Having stayed at the New Yorker many times over the last years I am very impressed. The quality of the service and facility gets better every time I visit. My wife will often accompany me and the staff at the Cooper Tavern have become first name basis and most enjoyable. They serve and house alot of people but seam to handle it well 
Geat facility",bill56h,2012-12-01,122005,2012-12-06,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Goed hotel op prima lokatie” A fairly good hotel on a very good location in New York. It's very big which made it a bit impersonal. But it was reasonably well maintained (only the shower tab was falling apart) and clean. No noises that disturb. The room was a bit small for its price (over USD 200, in the weekend over USD 300). Location is very good as you have an almost direct access to the A, C and E underground lines. With the A line also direct connection to the JFK airport.",Hans B,2012-11-01,122005,2012-12-05,False,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.7,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Excellent” Myself, daughter and Mother-in-Law stayed here from 27th November-1st December. Recommended to us by the company I booked with, Dial-a-Flight and Kelly was fabulous. This was our first time in NYC and I was apprehensive. The hotel staff were excellent. Mohammed upgraded us to a room with a view on request. He offered us a larger room, no view or a room with 2 bathrooms, no view but we opted for the room with the Empire State as our view. The room wasn't large but good enough for us. Lovely, clean and tidy, maid service every day. No coffee and tea facilities and the TV was all to pay for but we didn't want it anyway. There were small toiletries which were replaced if used. A hairdryer, an iron, ironing board and a safe that was very easy to use.
We ate breakfast in the attached TickTock diner which was so great with excellent friendly staff.
All the staff in the hotel were extremely helpful, friendly and polite. Easy access to everywhere and a 10 min walk to the Empire State and Penn Station subway. Although we walked everywhere except to get to Battery Park. (free ferry around the Statue of Liberty). Excellent trip and all the American's we spoke to were so friendly and helpful. Fantastic holiday and hotel!",Janiniho,2012-11-01,122005,2012-12-05,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“First visit to USA” As stated in previous reviews, room on the small side, however we didn't come to New York to sit in the room all day! More than adequate. The most comfortable hotel bed we have ever slept in. The room was kept immaculately clean. The staff were pleasant and polite. We stayed from 22nd November to 26th November and celebrated my wife's 60th birthday in New York. We were on the 34th floor, which was serviced by 6 lifts. Never had a problem getting a lift. Found the bar staff rude. Tic Toc Diner good for breakfast,but wouldn't recommend it for evening meals. The hotel is in a good location within easy walking distance of Times Square and Macys. I recommend the Grayline 2 day bus pass which gives you the opportunity to see New York with an informative commentary by a tour guide. All in all an excellent holiday in New York, although we did feel $180 for a half hour yellow taxi ride back to Newark Airport in a standard yellow cab for 2, which was obtained by the doorman, extortionate!",Arbie52,2012-11-01,122005,2012-12-05,True,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.4,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“**GREAT NY CITY LANDMARK**” I recently booked a stay at this hotel for the Thanksgiving holiday 2012. I am from Denver, CO an am working on the east coast. My wife and 9 year old daughter flew in for a visit. Upon arrival at the hotel I checked in with a Gentleman named MOHAMMED. I gave MOHAMMED my reservation number and requested a roll away bed for my daughter. Mohammed typed on his computer and handed me a room key card. He told me he wanted my daughters first visit to NYC to be memorable. MOHAMMED had gone out of his way to upgrade our room!! We had 180 degree views!! The Hudson from one window and the city from another. MOHAMMED is a true asset to this Hotel and made this stay EXTRA special. I believe others in the service industry can learn from the staff at this hotel. I would recommend this hotel to all of my friends and family. Thank you sincerely for a wonderful experience! J.H.",Jason H,2012-11-01,122005,2012-12-05,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
